"unite_id","unite_cu","unite_nom","unite_adresse","unite_mail_actif","unite_tph","unite_dpt","unite_zpn","unite_cu_sup","mail_departement_actif","unite_id_anonym","horaire_ouverture","latitude_wgs84","longitude_wgs84"
"749","1468","Brigade de proximité de Coutras","52 Rue Robert Boulin 33230 COUTRAS","cob.coutras@gendarmerie.interieur.gouv.fr","05 57 48 42 20","33","1","aucun","corg.ggd33@gendarmerie.interieur.gouv.fr","1004108","$Lundi : 9h00-12h00 14h00-17h00$Mardi : 9h00-12h00 14h00-17h00$Mercredi : 9h00-12h00 14h00-17h00$Jeudi : 9h00-12h00 14h00-17h00$Vendredi : 9h00-12h00 14h00-17h00$Samedi : 9h00-12h00 14h00-17h00","45.0302","-0.12965"
"6999","1165","Brigade territoriale autonome de Couëron","177 Boulevard de la Libération 44220 COUERON","bta.coueron@gendarmerie.interieur.gouv.fr","02 40 86 12 17","44","1","aucun","cog.ggd44@gendarmerie.interieur.gouv.fr","1007334","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 9h00-12h00 15h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","47.2136","-1.6987"
"6998","1087","Brigade de proximité de Messei","Rue Saint-Gervais 61440 MESSEI","cob.domfront-en-poiraie@gendarmerie.interieur.gouv.fr","02 33 98 44 80","61","1","aucun","corg.ggd61@gendarmerie.interieur.gouv.fr","1007216","$Lundi : 8h00-12h00$Mercredi : 14h00-18h00","48.71237","-0.53136"
"6997","1023","Brigade de proximité de Valognes","2 Rue Jean Pontas Duméril 50700 VALOGNES","cob.valognes@gendarmerie.interieur.gouv.fr","02 33 01 89 45","50","1","aucun","corg.ggd50@gendarmerie.interieur.gouv.fr","1007148","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","49.51252","-1.4842"
"759","1485","Brigade de proximité de Brantôme-en-Périgord","12 Avenue du Docteur Devillard BRANTOME 24310 BRANTOME EN PERIGORD","cob.brantome-en-perigord@gendarmerie.interieur.gouv.fr","05 53 35 67 50","24","1","aucun","corg.ggd24@gendarmerie.interieur.gouv.fr","1004186","$Lundi : 8h30-12h00 14h00-18h00$Mardi : 8h30-12h00 14h00-18h00$Mercredi : 8h30-12h00$Jeudi : 8h30-12h00 14h00-18h00$Vendredi : 8h30-12h00 14h00-18h00$Samedi : 8h30-12h00$Dimanche : 9h00-12h00$Jours Fériés : 9h00-12h00","45.36117","0.6492"
"6996","1043","Brigade de proximité d'Isigny-le-Buat","1 Rue Saint-Exupéry 50540 ISIGNY LE BUAT","cob.st-hilaire-du-harcouet@gendarmerie.interieur.gouv.fr","02 33 89 13 20","50","1","aucun","corg.ggd50@gendarmerie.interieur.gouv.fr","1007127","Pas d'accueil du public","48.61728","-1.16899"
"6995","1046","Brigade de proximité de Sourdeval","Route de Tinchebray 50150 SOURDEVAL","cob.mortain-bocage@gendarmerie.interieur.gouv.fr","02 33 69 29 30","50","1","aucun","corg.ggd50@gendarmerie.interieur.gouv.fr","1007119","Pas d'accueil du public","48.72714","-0.91271"
"6994","961","Brigade de proximité de Pont-l'Évêque","35 Route de Rouen 14130 PONT L EVEQUE","cob.pont-l-eveque@gendarmerie.interieur.gouv.fr","02 31 65 67 58","14","1","aucun","corg.ggd14@gendarmerie.interieur.gouv.fr","1007021","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","49.2944","0.19592"
"6993","948","Brigade de proximité de Pont-d'Ouilly","Rue de la Libération 14690 PONT D OUILLY","cob.thury-harcourt-le-hom@gendarmerie.interieur.gouv.fr","02 31 59 17 56","14","1","aucun","corg.ggd14@gendarmerie.interieur.gouv.fr","1007038","$Mardi : 14h00-18h00","48.87579","-0.41069"
"5682","4350","Brigade territoriale autonome de Rognac","32 Avenue de Verdun 13340 ROGNAC","bta.rognac@gendarmerie.interieur.gouv.fr","04 42 87 00 10","13","1","aucun","corg.ggd13@gendarmerie.interieur.gouv.fr","1009976","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.48508","5.23013"
"6992","938","Brigade de proximité d'Isigny-sur-Mer","56 Rue de Cherbourg 14230 ISIGNY SUR MER","cob.isigny-sur-mer@gendarmerie.interieur.gouv.fr","02 31 51 64 70","14","1","aucun","corg.ggd14@gendarmerie.interieur.gouv.fr","1007009","$Lundi : 8h00-12h00$Mardi : 8h00-12h00$Mercredi : 8h00-12h00$Jeudi : 14h00-18h00$Vendredi : 14h00-18h00$Samedi : 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","49.31521","-1.10674"
"770","1499","Brigade de proximité d'Eymet","8 Route du Pont Roman 24500 EYMET","cob.sigoules-et-flaugeac@gendarmerie.interieur.gouv.fr","05 53 74 60 85","24","1","aucun","corg.ggd24@gendarmerie.interieur.gouv.fr","1004166","$Jeudi : 8h30-12h00$Vendredi : 8h30-12h00$Samedi : 8h30-12h00","44.67249","0.40564"
"771","1500","Brigade de proximité d'Issigeac","Route de Mouleydier 24560 ISSIGEAC","cob.sigoules-et-flaugeac@gendarmerie.interieur.gouv.fr","05 53 73 52 80","24","1","aucun","corg.ggd24@gendarmerie.interieur.gouv.fr","1004167","$Lundi : 8h30-12h00$Mardi : 8h30-12h00$Mercredi : 8h30-12h00","44.73283","0.60761"
"772","1501","Brigade de proximité de La-Force","20 Rue du Docteur Clament 24130 LA FORCE","cob.bergerac@gendarmerie.interieur.gouv.fr","05 53 73 53 45","24","1","aucun","corg.ggd24@gendarmerie.interieur.gouv.fr","1004162","$Lundi : 8h30-12h00$Mardi : 8h30-12h00$Mercredi : 8h30-12h00$Jeudi : 8h30-12h00$Vendredi : 8h30-12h00$Samedi : 8h30-12h00 14h00-18h00","44.86742","0.37725"
"778","1507","Brigade de proximité de Villamblard","5 Route de Saint-Jean d'Estissac 24140 VILLAMBLARD","cob.bergerac@gendarmerie.interieur.gouv.fr","05 53 80 86 10","24","1","aucun","corg.ggd24@gendarmerie.interieur.gouv.fr","1004163","$Lundi : 14h00-18h00$Mardi : 14h00-18h00$Mercredi : 14h00-18h00$Jeudi : 14h00-18h00$Vendredi : 14h00-18h00$Dimanche : 15h00-18h00$Jours Fériés : 15h00-18h00","45.0226","0.54023"
"780","1511","Brigade de proximité de Nontron","6 Rue des Maîtres des Forges 24300 NONTRON","cob.nontron@gendarmerie.interieur.gouv.fr","05 53 60 82 30","24","1","aucun","corg.ggd24@gendarmerie.interieur.gouv.fr","1004178","$Lundi : 8h30-12h00 14h00-18h00$Mardi : 8h30-12h00 14h00-18h00$Mercredi : 14h00-18h00$Jeudi : 8h30-12h00 14h00-18h00$Vendredi : 14h00-18h00$Samedi : 8h30-12h00 14h00-18h00$Dimanche : 9h00-12h00$Jours Fériés : 9h00-12h00","45.53306","0.66776"
"4601","594","Brigade territoriale autonome de Rives-en-Seine","27 Rue de Latham 47 CAUDEBEC EN CAUX 76490 RIVES EN SEINE","bta.rives-en-seine@gendarmerie.interieur.gouv.fr","02 35 96 10 17","76","1","aucun","cog.ggd76@gendarmerie.interieur.gouv.fr","1006806","$Lundi : 8h00-12h00 14h00-19h00$Mardi : 8h00-12h00 14h00-19h00$Mercredi : 8h00-12h00 14h00-19h00$Jeudi : 8h00-12h00 14h00-19h00$Vendredi : 8h00-12h00 14h00-19h00$Samedi : 8h00-12h00 14h00-19h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","49.52451","0.73306"
"6987","901","Brigade de proximité de Baud","29 Zone de Kermestre 56150 BAUD","cob.baud@gendarmerie.interieur.gouv.fr","02 97 51 03 07","56","1","aucun","corg.ggd56@gendarmerie.interieur.gouv.fr","1006478","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","47.88075","-3.01823"
"6986","894","Brigade de proximité de Mauron","15 Rue Mathurin Lefort 56430 MAURON","cob.ploermel@gendarmerie.interieur.gouv.fr",,"56","1","aucun","corg.ggd56@gendarmerie.interieur.gouv.fr","1006460","$Vendredi : 9h00-12h00","48.0775","-2.28514"
"6985","889","Brigade de proximité de Ploërmel","Caserne Guillo 1 Rue du Mississipi 56800 PLOERMEL","cob.ploermel@gendarmerie.interieur.gouv.fr","02 97 74 06 14","56","1","aucun","corg.ggd56@gendarmerie.interieur.gouv.fr","1006458","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","47.93372","-2.3885"
"6984","880","Brigade de proximité de Landévant","8 Rue Mané Pagès 56690 LANDEVANT","cob.languidic@gendarmerie.interieur.gouv.fr","02 97 56 94 40","56","1","aucun","corg.ggd56@gendarmerie.interieur.gouv.fr","1006434","$Lundi : 8h00-12h00$Jeudi : 8h00-12h00$Samedi : 8h00-12h00","47.76725","-3.12575"
"787","1522","Brigade de proximité de Montpon-Ménestérol","1 Allée Jean Ferrat 24700 MONTPON MENESTEROL","cob.montpon-menesterol@gendarmerie.interieur.gouv.fr","05 53 80 85 30","24","1","aucun","corg.ggd24@gendarmerie.interieur.gouv.fr","1004155","$Mardi : 8h30-12h00 14h00-18h00$Jeudi : 8h30-12h00 14h00-18h00$Samedi : 8h30-12h00 14h00-18h00$Dimanche : 9h00-12h00$Jours Fériés : 9h00-12h00","45.00613","0.16725"
"4034","1340","Brigade de proximité d'Essarts-en-Bocage","2 Rue de la Grotte LES ESSARTS 85140 ESSARTS EN BOCAGE","cob.essarts-en-bocage@gendarmerie.interieur.gouv.fr","02 51 62 83 13","85","1","aucun","corg.ggd85@gendarmerie.interieur.gouv.fr","1007721","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00","46.77255","-1.23033"
"793","1528","Brigade de proximité de Verteillac","Le Pontis 24320 VERTEILLAC","cob.riberac@gendarmerie.interieur.gouv.fr","05 53 92 57 60","24","1","aucun","corg.ggd24@gendarmerie.interieur.gouv.fr","1004184","$Jeudi : 8h30-12h00 14h00-18h00","45.34985","0.36776"
"6981","846","Brigade de proximité de Sizun","11 Rue des Primevères 29450 SIZUN","cob.landivisiau@gendarmerie.interieur.gouv.fr","02 98 68 80 04","29","1","aucun","corg.ggd29@gendarmerie.interieur.gouv.fr","1006352","$Mercredi : 14h00-18h00$Samedi : 14h00-18h00","48.40559","-4.0713"
"6980","807","Brigade de proximité de Plogastel-Saint-Germain","1 Rue Stang Kéléron 29710 PLOGASTEL ST GERMAIN","cob.audierne@gendarmerie.interieur.gouv.fr","02 98 54 58 65","29","1","aucun","corg.ggd29@gendarmerie.interieur.gouv.fr","1006285","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","47.98774","-4.27429"
"796","1533","Brigade de proximité de Pays-de-Belvès","Rue du Colonel Arnaud BELTRAME BELVES 24170 PAYS DE BELVES","cob.pays-de-belves@gendarmerie.interieur.gouv.fr","05 53 28 66 95","24","1","aucun","corg.ggd24@gendarmerie.interieur.gouv.fr","1004205","$Lundi : 8h30-12h00 14h00-18h00$Mardi : 8h30-12h00 14h00-18h00$Samedi : 8h30-12h00 14h00-18h00$Dimanche : 9h00-12h00$Jours Fériés : 9h00-12h00","44.78105","1.0033"
"6979","802","Brigade de proximité d'Audierne","7 Rue Raymond Couillandre 29770 AUDIERNE","cob.audierne@gendarmerie.interieur.gouv.fr","02 98 70 04 38","29","1","aucun","corg.ggd29@gendarmerie.interieur.gouv.fr","1006284","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","48.02556","-4.55527"
"6977","772","Brigade de proximité de Bégard","1 Rue Jules Simon 22140 BEGARD","cob.begard@gendarmerie.interieur.gouv.fr","02 96 45 20 18","22","1","aucun","corg.ggd22@gendarmerie.interieur.gouv.fr","1006217","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","48.62115","-3.29444"
"4033","1345","Brigade territoriale autonome du Poiré-sur-Vie","2 Rue de la Lisière 85170 LE POIRE SUR VIE","bta.le-poire-sur-vie@gendarmerie.interieur.gouv.fr","02 51 31 82 34","85","1","aucun","corg.ggd85@gendarmerie.interieur.gouv.fr","1007719","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","46.76439","-1.49614"
"6011","3966","Brigade de proximité de Seignelay","9 Rue du Vivier 89250 SEIGNELAY","cob.seignelay@gendarmerie.interieur.gouv.fr","03 86 47 70 17","89","1","aucun","corg.ggd89@gendarmerie.interieur.gouv.fr","1012958","$Lundi : 8h00-12h00 14h00-19h00$Mardi : 8h00-12h00 14h00-19h00$Mercredi : 8h00-12h00 14h00-19h00$Jeudi : 8h00-12h00 14h00-19h00$Vendredi : 8h00-12h00 14h00-19h00$Samedi : 8h00-12h00 14h00-19h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","47.90664","3.59867"
"4032","1342","Brigade de proximité de Mareuil-sur-Lay-Dissais","67 bis Rue Echallard de la Boulaye 85320 MAREUIL SUR LAY DISSAIS","cob.la-roche-sur-yon@gendarmerie.interieur.gouv.fr","02 51 30 52 14","85","1","aucun","corg.ggd85@gendarmerie.interieur.gouv.fr","1007718","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","46.52844","-1.21276"
"6976","758","Brigade de proximité de Caulnes","44 Rue de Dinan 22350 CAULNES","cob.jugon-les-lacs-commune-nouvelle@gendarmerie.interieur.gouv.fr","02 96 83 90 17","22","1","aucun","corg.ggd22@gendarmerie.interieur.gouv.fr","1006206","$Mardi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00","48.29185","-2.15364"
"6975","757","Brigade de proximité de Broons","11 Rue de Launay 22250 BROONS","cob.jugon-les-lacs-commune-nouvelle@gendarmerie.interieur.gouv.fr","02 96 84 60 17","22","1","aucun","corg.ggd22@gendarmerie.interieur.gouv.fr","1006205","$Lundi : 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00","48.31988","-2.26047"
"809","1558","Brigade de proximité de Mugron","248 Route de Pomarez 40250 MUGRON","cob.montfort-en-chalosse@gendarmerie.interieur.gouv.fr","05 58 97 69 15","40","1","aucun","corg.ggd40@gendarmerie.interieur.gouv.fr","1004274","$Lundi : 14h00-18h00$Mercredi : 14h00-18h00","43.7462","-0.7536"
"6974","763","Brigade de proximité de Merdrignac","2 Rue de l'Hermitage 22230 MERDRIGNAC","cob.merdrignac@gendarmerie.interieur.gouv.fr","02 96 28 46 17","22","1","aucun","corg.ggd22@gendarmerie.interieur.gouv.fr","1006186","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","48.18839","-2.42297"
"6012","3975","Brigade de proximité de Vézelay","Rue de l'Etang 89450 VEZELAY","cob.avallon@gendarmerie.interieur.gouv.fr","03 86 33 23 17","89","1","aucun","corg.ggd89@gendarmerie.interieur.gouv.fr","1012975","$Mercredi : 8h00-12h00","47.46122","3.74064"
"6013","3989","Brigade de proximité de Cerisiers","3 Rue du Général de Gaulle 89320 CERISIERS","cob.sens@gendarmerie.interieur.gouv.fr","03 86 96 20 17","89","1","aucun","corg.ggd89@gendarmerie.interieur.gouv.fr","1012991","$Jeudi : 14h00-18h00","48.13062","3.48854"
"6009","3960","Brigade de proximité de Coulanges-la-Vineuse","2 Rue de Vincelles 89580 COULANGES LA VINEUSE","cob.coulanges-la-vineuse@gendarmerie.interieur.gouv.fr","03 86 42 20 17","89","1","aucun","corg.ggd89@gendarmerie.interieur.gouv.fr","1012953","$Lundi : 8h00-12h00 14h00-19h00$Mardi : 8h00-12h00 14h00-19h00$Mercredi : 8h00-12h00 14h00-19h00$Jeudi : 8h00-12h00 14h00-19h00$Vendredi : 8h00-12h00 14h00-19h00$Samedi : 8h00-12h00 14h00-19h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","47.70154","3.58512"
"6973","751","Brigade territoriale autonome de Quintin","8 Rue de Moncontour 22800 QUINTIN","bta.quintin@gendarmerie.interieur.gouv.fr","02 96 74 80 17","22","1","aucun","corg.ggd22@gendarmerie.interieur.gouv.fr","1006195","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","48.40257","-2.89973"
"819","1573","Brigade de proximité de Pontonx-sur-l'Adour","325 Avenue du Marensin 40465 PONTONX SUR L ADOUR","cob.tartas@gendarmerie.interieur.gouv.fr","05 58 57 50 34","40","1","aucun","corg.ggd40@gendarmerie.interieur.gouv.fr","1004286","$Lundi : 8h00-12h00$Samedi : 14h00-18h00","43.7908","-0.92386"
"821","1575","Brigade de proximité de Rion-des-Landes","532 Avenue Fréderic Bastiat 40370 RION DES LANDES","cob.tartas@gendarmerie.interieur.gouv.fr","05 58 57 09 40","40","1","aucun","corg.ggd40@gendarmerie.interieur.gouv.fr","1004287","$Mardi : 14h00-18h00$Samedi : 8h00-12h00","43.92988","-0.92186"
"6972","679","Brigade de proximité de Hédé-Bazouges","11 Rue Alfred ANNE-DUPORTAL 35630 HEDE BAZOUGES","cob.hede-bazouges@gendarmerie.interieur.gouv.fr","02 99 45 45 61","35","1","aucun","corg.ggd35@gendarmerie.interieur.gouv.fr","1006094","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","48.29463","-1.7966"
"823","1577","Brigade de proximité de Saint-Vincent-de-Tyrosse","115 Avenue Nationale 40230 ST VINCENT DE TYROSSE","cob.soustons@gendarmerie.interieur.gouv.fr","05 58 77 58 28","40","1","aucun","corg.ggd40@gendarmerie.interieur.gouv.fr","1004280","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.65935","-1.30739"
"824","1578","Brigade de proximité de Soustons","8 Passage Carrelot 40140 SOUSTONS","cob.soustons@gendarmerie.interieur.gouv.fr","05 58 41 44 48","40","1","aucun","corg.ggd40@gendarmerie.interieur.gouv.fr","1004279","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.7555","-1.33089"
"825","1579","Brigade de proximité de Tarnos","17 Route Nationale 10 40220 TARNOS","cob.tarnos@gendarmerie.interieur.gouv.fr","05 59 64 36 49","40","1","aucun","corg.ggd40@gendarmerie.interieur.gouv.fr","1004282","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 8h00-12h00 14h00-18h00$Jours Fériés : 8h00-12h00 14h00-18h00","43.54952","-1.4596"
"826","1582","Brigade de proximité de Parentis-en-Born","900 Avenue du Lycée 40160 PARENTIS EN BORN","cob.biscarrosse@gendarmerie.interieur.gouv.fr","05 58 78 97 00","40","1","aucun","corg.ggd40@gendarmerie.interieur.gouv.fr","1004298","$Jeudi : 8h00-12h00$Samedi : 8h00-12h00","44.35724","-1.07347"
"6010","3961","Brigade de proximité de Coulanges-sur-Yonne","21 Rue du Docteur Collinot 89480 COULANGES SUR YONNE","cob.coulanges-la-vineuse@gendarmerie.interieur.gouv.fr","03 86 81 71 40","89","1","aucun","corg.ggd89@gendarmerie.interieur.gouv.fr","1012954","$Mardi : 14h00-18h00$Jours Fériés : 15h00-18h00","47.52665","3.54223"
"828","1584","Brigade de proximité de Labouheyre","Quartier du Barrail 68 Route de Solférino 40210 LABOUHEYRE","cob.morcenx-la-nouvelle@gendarmerie.interieur.gouv.fr","05 58 04 41 30","40","1","aucun","corg.ggd40@gendarmerie.interieur.gouv.fr","1004301","$Mardi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00","44.21281","-0.91562"
"830","1587","Brigade de proximité de Pissos","376 Route de Mont-de-Marsan 40410 PISSOS","cob.sore@gendarmerie.interieur.gouv.fr","05 58 04 53 20","40","1","aucun","corg.ggd40@gendarmerie.interieur.gouv.fr","1004304","$Lundi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","44.30404","-0.77774"
"5233","4656","Brigade de proximité de Gignac","576 Chemin Sainte-Claire Roqueyrol 34150 GIGNAC","cob.gignac@gendarmerie.interieur.gouv.fr","04 67 57 50 05","34","1","aucun","corg.ggd34@gendarmerie.interieur.gouv.fr","1010708","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.65317","3.55519"
"6971","702","Brigade de proximité de Guichen","70 Rue du Général Leclerc 35580 GUICHEN","cob.guichen@gendarmerie.interieur.gouv.fr","02 99 57 01 02","35","1","aucun","corg.ggd35@gendarmerie.interieur.gouv.fr","1006104","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","47.96548","-1.79818"
"5231","4644","Brigade de proximité de Saint-Chinian","7 Rue de l'Evêque 34360 ST CHINIAN","cob.murviel-les-beziers@gendarmerie.interieur.gouv.fr","04 67 38 00 13","34","1","aucun","corg.ggd34@gendarmerie.interieur.gouv.fr","1010688","Pas d'accueil du public","43.42025","2.9509"
"5232","4657","Brigade de proximité de Paulhan","78 Cours National 34230 PAULHAN","cob.clermont-l-herault@gendarmerie.interieur.gouv.fr","04 67 96 00 32","34","1","aucun","corg.ggd34@gendarmerie.interieur.gouv.fr","1010703","Pas d'accueil du public","43.53916","3.45728"
"838","1597","Brigade de proximité d'Hagetmau","Lotissement Bel-Horizon 74 Rue du Soleil 40700 HAGETMAU","cob.st-sever@gendarmerie.interieur.gouv.fr","05 58 79 74 88","40","1","aucun","corg.ggd40@gendarmerie.interieur.gouv.fr","1004256","$Lundi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00","43.65438","-0.58553"
"839","1598","Brigade de proximité de Villeneuve-de-Marsan","80 Avenue du Marsan 40190 VILLENEUVE DE MARSAN","cob.villeneuve-de-marsan@gendarmerie.interieur.gouv.fr","05 58 45 88 00","40","1","aucun","corg.ggd40@gendarmerie.interieur.gouv.fr","1004258","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.89138","-0.30308"
